timestamp,base,symbol,rate
2025-04-06 12:27:25.892102,BTC,MNDE,906082.250885064
2025-04-06 12:27:25.893103,BTC,VARA,14414111.540526366
2025-04-06 12:32:50.454094,BTC,AAVE,548.747582942125
2025-04-06 12:32:50.455093,BTC,ATA,1612075.1830894924
2025-04-06 12:32:50.456093,BTC,GYD,17440915.76992201
2025-04-06 12:32:50.457093,BTC,SKK,2290074.4269578224
2025-04-06 12:38:11.919569,BTC,AAVE,548.747582942125
2025-04-06 12:38:11.920570,BTC,FIL,30526.379745091617
2025-04-06 12:38:11.921569,BTC,PERP,371191.2901084985
2025-04-06 12:43:35.339226,BTC,AAVE,548.747582942125
2025-04-06 12:43:35.340225,BTC,BYN,272391.6427024884
2025-04-06 12:43:35.341225,BTC,LCX,617818.5695020956
2025-04-06 12:43:35.342226,BTC,TUSD,83446.75
2025-04-06 12:43:56.344698,BTC,AAVE,548.747582942125
2025-04-06 12:43:56.345698,BTC,GRT,1011120.2781710332
2025-04-06 12:43:56.346699,BTC,ROL,3785326345.8333335
2025-04-06 12:48:59.448494,BTC,AAVE,548.747582942125
2025-04-06 12:48:59.449494,BTC,BADGER,67438.76649126594
2025-04-06 12:48:59.450494,BTC,ICP,16509.086133906203
2025-04-06 12:48:59.451493,BTC,SOL,690.6463271554992
2025-04-06 12:54:20.473403,BTC,AAVE,548.747582942125
2025-04-06 12:54:20.474402,BTC,CZK,1920366.63492784
2025-04-06 12:54:20.475401,BTC,MMK,174868105.34988603
2025-04-06 12:54:20.476402,BTC,UPI,2281618892.6331115
2025-04-06 12:59:42.107935,BTC,AAVE,548.747582942125
2025-04-06 12:59:42.108934,BTC,BWP,1151392.7623294776
2025-04-06 12:59:42.109934,BTC,KSM,5575.78265374603
2025-04-06 12:59:42.110933,BTC,TTT,53360782.41666667
2025-04-06 13:00:09.238162,BTC,AAVE,548.5690278259243
2025-04-06 13:00:09.239161,BTC,BONK,7508946010.885204
2025-04-06 13:00:09.240162,BTC,LRC,868143.3339840603
2025-04-06 13:00:09.241162,BTC,VAL,147231701.16666666
2025-04-06 13:05:04.031976,BTC,AAVE,548.5690278259243
2025-04-06 13:05:04.032978,BTC,FIL,30531.259132398325
2025-04-06 13:05:04.033977,BTC,NLG,167567.5
2025-04-06 13:05:04.034977,BTC,XAU,27.42558523157354
2025-04-06 13:10:25.123141,BTC,AAVE,548.5690278259243
2025-04-06 13:10:25.124140,BTC,DIMO,1252773.013172581
2025-04-06 13:10:25.125140,BTC,MULTI,269868.7748302972
2025-04-06 13:10:25.126141,BTC,XCG,149178.75000000003
2025-04-06 13:15:46.425318,BTC,AAVE,548.5690278259243
2025-04-06 13:15:46.426318,BTC,FORTH,43157.423058411725
2025-04-06 13:15:46.427318,BTC,REPV2,121532.04924579267
2025-04-06 13:16:11.859139,BTC,AAVE,548.5690278259243
2025-04-06 13:16:11.860138,BTC,G,5906108.4176845085
2025-04-06 13:16:11.861138,BTC,POND,9826929.158043802
2025-04-06 13:21:08.244252,BTC,AAVE,548.5690278259243
2025-04-06 13:21:08.245252,BTC,CELR,9973170.987360224
2025-04-06 13:21:08.246252,BTC,JUP,151100844.68463165
2025-04-06 13:21:08.247251,BTC,SWFTC,9120618.277796278
2025-04-06 13:26:29.498739,BTC,AAVE,548.5690278259243
2025-04-06 13:26:29.499726,BTC,FIL,30531.259132398325
2025-04-06 13:26:29.500728,BTC,PERP,371305.9141154838
2025-04-06 13:26:29.501727,BTC,XAF,50146264.52763567
2025-04-06 13:31:50.818578,BTC,AAVE,548.5690278259243
2025-04-06 13:31:50.819580,BTC,FIL,30531.259132398325
2025-04-06 13:31:50.820578,BTC,OCEAN,416753.2045056792
2025-04-06 13:31:50.821578,BTC,ZEC,2108.946703456602
2025-04-06 13:32:11.595047,BTC,AAVE,548.5690278259243
2025-04-06 13:32:11.596046,BTC,ETH,46.11427750539926
2025-04-06 13:32:11.597047,BTC,OP,118768.61548895822
2025-04-06 13:37:13.282668,BTC,AAVE,548.5690278259243
2025-04-06 13:37:13.283666,BTC,BTN,7119946.837020257
2025-04-06 13:37:13.284668,BTC,KEEP,799815.3441424259
2025-04-06 13:37:13.285666,BTC,SYLO,167863740.87384814
2025-04-06 13:42:36.762183,BTC,AAVE,548.5690278259243
2025-04-06 13:42:36.763183,BTC,ANG,149170.06082048544
2025-04-06 13:42:36.764182,BTC,GMD,5982377.0204579765
2025-04-06 13:42:36.765183,BTC,RSD,8907445.229574705
2025-04-06 13:48:01.796712,BTC,AAVE,548.5690278259243
2025-04-06 13:48:01.797711,BTC,FIL,30531.259132398325
2025-04-06 13:48:01.798711,BTC,OGN,1493937.0646141786
2025-04-06 13:48:01.799711,BTC,XMR,383.50000000000006
2025-04-06 13:48:29.479962,BTC,AAVE,548.5690278259243
2025-04-06 13:48:29.480961,BTC,ANG,149170.06082048544
2025-04-06 13:48:29.481961,BTC,KES,10764056.308028204
2025-04-06 13:48:29.482961,BTC,TIA,30915.22155572881
2025-04-06 13:53:27.865168,BTC,AAVE,548.5690278259243
2025-04-06 13:53:27.866169,BTC,AIOZ,378713.907257123
2025-04-06 13:53:27.867168,BTC,GFI,147595.7857204232
2025-04-06 13:53:27.868168,BTC,ROSE,3468301.110503792
2025-04-06 13:58:51.160657,BTC,AAVE,548.5690278259243
2025-04-06 13:58:51.161656,BTC,COVAL,109905423.50997616
2025-04-06 13:58:51.162656,BTC,LUNA,484618.25
2025-04-06 13:58:51.163656,BTC,TRAC,228747.86378443745
2025-04-06 14:04:16.132685,BTC,AAVE,548.5690278259243
2025-04-06 14:04:16.133684,BTC,EGLD,5822.048759686136
2025-04-06 14:04:16.134684,BTC,MXC,50476944.18324318
2025-04-06 14:04:16.135683,BTC,XPF,9072633.500896594
2025-04-06 14:05:01.448832,BTC,AAVE,548.5690278259243
2025-04-06 14:05:01.449832,BTC,CELR,9969240.838749817
2025-04-06 14:05:01.450832,BTC,LRD,16636873.2859226
2025-04-06 14:05:01.451831,BTC,TZS,223173154.90291145
2025-04-06 14:09:38.211166,BTC,AAVE,548.5690278259243
2025-04-06 14:09:38.212166,BTC,ETHFI,161578.6164341937
2025-04-06 14:09:38.213167,BTC,NEST,262609272.47763416
2025-04-06 14:09:38.214166,BTC,XMON,251.5219723857849
2025-04-06 14:14:59.678888,BTC,AAVE,548.5690278259243
2025-04-06 14:14:59.679887,BTC,BYN,272395.59520430386
2025-04-06 14:14:59.680886,BTC,LCX,619477.4935496146
2025-04-06 14:14:59.681886,BTC,UPI,2281579258.0567217
2025-04-06 14:20:20.877281,BTC,AAVE,548.5690278259243
2025-04-06 14:20:20.878281,BTC,BSW,4737877.916666666
2025-04-06 14:20:20.879280,BTC,KLAY,764390.5833333333
2025-04-06 14:20:20.880280,BTC,TOP,200568.9507375265
2025-04-06 14:21:30.119119,BTC,AAVE,548.5690278259243
2025-04-06 14:21:30.120118,BTC,DREP,39676916.36761472
2025-04-06 14:21:30.121118,BTC,NOK,896862.8174340245
2025-04-06 14:24:51.066556,BTC,AAVE,548.5690278259243
2025-04-06 14:24:51.067556,BTC,FLOKI,1499210440.0304067
2025-04-06 14:24:51.068556,BTC,RON,378567.2206490946
2025-04-06 14:25:42.568923,BTC,AAVE,548.5690278259243
2025-04-06 14:25:42.569923,BTC,BADGER,67470.10959018252
2025-04-06 14:25:42.570923,BTC,JPY,12243526.649175271
2025-04-06 14:25:42.571923,BTC,TRX,348965.6666666666
2025-04-06 14:31:02.984599,BTC,AAVE,548.5690278259243
2025-04-06 14:31:02.985599,BTC,AXL,243780.4272290081
2025-04-06 14:31:02.986599,BTC,JPY,12243526.649175271
2025-04-06 14:31:02.987599,BTC,TWT,103228.5
2025-04-06 14:36:23.195811,BTC,AAVE,548.5690278259243
2025-04-06 14:36:23.196810,BTC,FIL,30535.84808919628
2025-04-06 14:36:23.197810,BTC,NKN,3159916.0292206896
2025-04-06 14:36:23.198810,BTC,ZWD,31078166.169843983
2025-04-06 14:37:32.755892,BTC,AAVE,548.5690278259243
2025-04-06 14:37:32.756892,BTC,CRC,42085779.33329035
2025-04-06 14:37:32.757892,BTC,MUR,3740252.35320061
2025-04-06 14:37:32.758891,BTC,ZEN,10167.60799616834
2025-04-06 14:41:46.672391,BTC,AAVE,548.5690278259243
2025-04-06 14:41:46.673390,BTC,DAR,884889.0612461388
2025-04-06 14:41:46.674390,BTC,MOODENG,3164646.628510541
2025-04-06 14:41:46.675391,BTC,XCG,149178.75000000003
2025-04-06 14:47:08.668654,BTC,AAVE,548.5690278259243
2025-04-06 14:47:08.669653,BTC,FIL,30535.84808919628
2025-04-06 14:47:08.670653,BTC,ORN,203811.53609686368
2025-04-06 14:47:08.671653,BTC,ZK,1402807.9383258808
2025-04-06 14:51:31.981992,BTC,AAVE,548.5690278259243
2025-04-06 14:51:31.982992,BTC,BCH,276.9856665985724
2025-04-06 14:51:31.983992,BTC,LRD,16636873.2859226
2025-04-06 14:51:31.984992,BTC,VOXEL,2340689.752772533
2025-04-06 14:52:31.358888,BTC,AAVE,548.5690278259243
2025-04-06 14:52:31.359889,BTC,ATS,1046317.0833333328
2025-04-06 14:52:31.360889,BTC,JASMY,8101880.382632454
2025-04-06 14:52:31.361889,BTC,TVD,137926.0833333333
2025-04-06 14:53:03.556699,BTC,AAVE,548.5690278259243
2025-04-06 14:53:03.557698,BTC,BLAST,28718115.86416368
2025-04-06 14:53:03.558698,BTC,MOP,667425.1082168061
2025-04-06 14:53:03.559698,BTC,ZAR,1593368.708271735
2025-04-06 14:53:49.946407,BTC,AAVE,548.5690278259243
2025-04-06 14:53:49.947407,BTC,GYEN,12503187.9303611
2025-04-06 14:53:49.948407,BTC,SLE,1899573.25
2025-04-06 14:54:15.861960,BTC,AAVE,548.5690278259243
2025-04-06 14:54:15.862959,BTC,BTN,7119981.880604553
2025-04-06 14:54:15.863959,BTC,MDT,3656321.519526935
2025-04-06 14:54:15.864960,BTC,WOO,1218028.6666666665
2025-04-06 14:55:17.979815,BTC,AAVE,548.5690278259243
2025-04-06 14:55:17.980816,BTC,AUDIO,1226699.980939551
2025-04-06 14:55:17.981815,BTC,LBP,7474671510.451046
2025-04-06 14:55:17.982815,BTC,VND,2149617925.814336
2025-04-06 14:57:52.450687,BTC,AAVE,548.5690278259243
2025-04-06 14:57:52.451687,BTC,FET,192174.4495722192
2025-04-06 14:57:52.452687,BTC,PEPE,11680063789.379911
2025-04-06 15:03:12.967809,BTC,AAVE,548.4005256534618
2025-04-06 15:03:12.968809,BTC,ATOM,17030.10814509723
2025-04-06 15:03:12.969808,BTC,IOTX,3271003.151608644
2025-04-06 15:03:12.970808,BTC,TND,256161.1618242653
2025-04-06 15:08:34.500933,BTC,AAVE,548.4005256534618
2025-04-06 15:08:34.579935,BTC,FIL,30566.35907290376
2025-04-06 15:08:34.580935,BTC,FJD,193421.1840032027
2025-04-06 15:08:34.581934,BTC,QUICK,3218.448294859
2025-04-06 15:09:49.860233,BTC,AAVE,548.4005256534618
2025-04-06 15:09:49.861233,BTC,AUCTION,5698.061343177498
2025-04-06 15:09:49.862232,BTC,L3,1050635.6438146569
2025-04-06 15:09:49.863232,BTC,TJS,905034.2095560998
2025-04-06 15:14:00.855687,BTC,AAVE,548.4005256534618
2025-04-06 15:14:00.856687,BTC,CVE,8428075.077258885
2025-04-06 15:14:00.857686,BTC,LVL,53425.124520768106
2025-04-06 15:14:00.858686,BTC,USDP,83301.83333333333
2025-04-06 15:19:37.928573,BTC,AAVE,548.4005256534618
2025-04-06 15:19:37.929572,BTC,CELR,9969856.741330408
2025-04-06 15:19:37.930573,BTC,HRK,572759.5678412409
2025-04-06 15:19:37.931572,BTC,RWF,118666351.44093436
2025-04-06 15:25:00.534940,BTC,AAVE,548.4005256534618
2025-04-06 15:25:00.535939,BTC,FEI,86767.99999999999
2025-04-06 15:25:00.536941,BTC,QNT,1225.7604875111267
2025-04-06 15:25:56.010271,BTC,AAVE,548.4005256534618
2025-04-06 15:25:56.011270,BTC,FIL,30566.35907290376
2025-04-06 15:25:56.012271,BTC,PLU,113747.21031174016
2025-04-06 15:30:22.255371,BTC,AAVE,548.4005256534618
2025-04-06 15:30:22.256371,BTC,CELO,269735.3333333333
2025-04-06 15:30:22.257370,BTC,LRDS,506283.7807757604
2025-04-06 15:30:22.258370,BTC,UMA,76897.50398945135
2025-04-06 15:35:46.832747,BTC,AAVE,548.4005256534618
2025-04-06 15:35:46.833747,BTC,ANKR,5034729.311749687
2025-04-06 15:35:46.834747,BTC,FORTH,43103.74597781068
2025-04-06 15:35:46.835747,BTC,REP,121945.67140096924
2025-04-06 15:41:09.922594,BTC,AAVE,548.4005256534618
2025-04-06 15:41:09.923594,BTC,AFN,5959949.315872188
2025-04-06 15:41:09.924593,BTC,FOX,3386142.9515186
2025-04-06 15:41:09.925594,BTC,RAI,29848.196183001903
2025-04-06 15:42:00.539653,BTC,AAVE,548.4005256534618
2025-04-06 15:42:00.540653,BTC,CNH,607992.8671110967
2025-04-06 15:42:00.541652,BTC,MOG,232586078316.24564
2025-04-06 15:42:00.542653,BTC,XEM,5182978.416666666
2025-04-06 15:46:32.049338,BTC,AAVE,548.4005256534618
2025-04-06 15:46:32.050338,BTC,ABT,143410.7496862179
2025-04-06 15:46:32.051339,BTC,FEI,86767.99999999999
2025-04-06 15:46:32.052338,BTC,PTE,15244416.25
2025-04-06 15:51:53.297326,BTC,AAVE,548.4005256534618
2025-04-06 15:51:53.298323,BTC,EGP,4214226.643268208
2025-04-06 15:51:53.299323,BTC,NEO,17107.333333333336
2025-04-06 15:51:53.300323,BTC,XTZ,127159.13400735924
2025-04-06 15:57:14.761280,BTC,AAVE,548.4005256534618
2025-04-06 15:57:14.762277,BTC,ATS,1046317.0833333328
2025-04-06 15:57:14.763276,BTC,HTG,10897852.55026763
2025-04-06 15:57:14.764277,BTC,STD,1869712812.46488
2025-04-06 15:58:06.758378,BTC,AAVE,548.4005256534618
2025-04-06 15:58:06.759379,BTC,CRO,896518.9821812623
2025-04-06 15:58:06.760378,BTC,MAGIC,1048466.6445949598
2025-04-06 15:58:06.761378,BTC,VED,6003893.916666667
2025-04-06 16:02:38.026177,BTC,AAVE,548.594585411402
2025-04-06 16:02:38.027177,BTC,FEI,86768.0
2025-04-06 16:02:38.028178,BTC,MINA,362130.39910387376
2025-04-06 16:02:38.029177,BTC,UGX,304449859.4805972
2025-04-06 16:07:59.456913,BTC,AAVE,548.594585411402
2025-04-06 16:07:59.457914,BTC,APE,188373.91171659608
2025-04-06 16:07:59.458913,BTC,FXS,45212.58333333333
2025-04-06 16:07:59.459913,BTC,RON,378575.5588037591
2025-04-06 16:13:23.927301,BTC,AAVE,548.594585411402
2025-04-06 16:13:23.928301,BTC,AZN,141666.6666666667
2025-04-06 16:13:23.929300,BTC,IDEX,3821391.3160888352
2025-04-06 16:13:23.930300,BTC,SUSHI,149564.46341139858
2025-04-06 16:14:14.232171,BTC,AAVE,548.594585411402
2025-04-06 16:14:14.233170,BTC,BAT,625335.7733615236
2025-04-06 16:14:14.234170,BTC,LRC,868377.3158778521
2025-04-06 16:14:14.235171,BTC,TTT,53360782.41666667
2025-04-06 16:18:48.929819,BTC,AAVE,548.594585411402
2025-04-06 16:18:48.930819,BTC,ALEO,533151.5682759713
2025-04-06 16:18:48.931819,BTC,GNF,720255518.4369211
2025-04-06 16:18:48.932819,BTC,SHDW,678014.9807848341
2025-04-06 16:24:17.874755,BTC,AAVE,548.594585411402
2025-04-06 16:24:17.875754,BTC,CLF,2089.884982369619
2025-04-06 16:24:17.876755,BTC,KYD,69142.8647223184
2025-04-06 16:24:17.877754,BTC,TVD,137926.08333333334
2025-04-06 16:29:38.680371,BTC,AAVE,548.594585411402
2025-04-06 16:29:38.681372,BTC,AIOZ,378971.141333352
2025-04-06 16:29:38.682371,BTC,GNF,720255518.4369211
2025-04-06 16:29:38.683371,BTC,SDG,50047616.47823533
2025-04-06 16:30:18.163226,BTC,AAVE,548.594585411402
2025-04-06 16:30:18.164225,BTC,EOS,107016.6802326415
2025-04-06 16:30:18.165226,BTC,ONE,7804062.416666667
2025-04-06 16:35:00.917363,BTC,AAVE,548.594585411402
2025-04-06 16:35:00.918364,BTC,DAR,886332.9935543373
2025-04-06 16:35:00.919363,BTC,LRDS,505521.6428998381
2025-04-06 16:35:00.920363,BTC,UGX,304449859.4805972
2025-04-06 16:40:23.274143,BTC,AAVE,548.594585411402
2025-04-06 16:40:23.275143,BTC,AGLD,103353.336756901
2025-04-06 16:40:23.276142,BTC,GRD,25910230.58333334
2025-04-06 16:40:23.277142,BTC,SKL,4059960.8375441018
2025-04-06 16:45:47.418742,BTC,AAVE,548.594585411402
2025-04-06 16:45:47.419742,BTC,ABT,144056.28342055838
2025-04-06 16:45:47.420741,BTC,FTT,81545.5
2025-04-06 16:45:47.421741,BTC,RVN,7648823.583333333
2025-04-06 16:46:38.479029,BTC,AAVE,548.594585411402
2025-04-06 16:46:38.480028,BTC,FAI,5062562.915797845
2025-04-06 16:46:38.481028,BTC,ORDI,11551.833333333334
2025-04-06 16:46:38.482028,BTC,XPT,92.04381208034842
2025-04-06 16:51:11.049113,BTC,AAVE,548.594585411402
2025-04-06 16:51:11.050112,BTC,BDT,10109531.97516978
2025-04-06 16:51:11.051113,BTC,INDEX,64934.4740677331
2025-04-06 16:51:11.052113,BTC,SWFTC,9087574.539295496
2025-04-06 16:56:32.159557,BTC,AAVE,548.594585411402
2025-04-06 16:56:32.160557,BTC,BLAST,28771798.48613942
2025-04-06 16:56:32.161074,BTC,FEI,86768.0
2025-04-06 16:56:32.162065,BTC,PEPE,11673249899.944525
2025-04-06 17:01:53.530291,BTC,AAVE,548.9925811857111
2025-04-06 17:01:53.531290,BTC,BCH,277.3445817796522
2025-04-06 17:01:53.532290,BTC,JTO,46778.99675605731
2025-04-06 17:01:53.533289,BTC,TOSHI,328066032.6952436
2025-04-06 17:03:22.493654,BTC,AAVE,548.9925811857111
2025-04-06 17:03:22.494654,BTC,ETB,10967316.063309928
2025-04-06 17:03:22.495654,BTC,PGK,342723.1733356968
2025-04-06 17:07:15.449889,BTC,AAVE,548.9925811857111
2025-04-06 17:07:15.450890,BTC,ATOM,17058.15653516914
2025-04-06 17:07:15.451889,BTC,GNF,720248382.4335355
2025-04-06 17:07:15.452888,BTC,SEI,511506.3444851493
2025-04-06 17:12:39.177238,BTC,AAVE,548.9925811857111
2025-04-06 17:12:39.178237,BTC,DFI,16051847.833333336
2025-04-06 17:12:39.179237,BTC,MRO,31916335.3300298
2025-04-06 17:12:39.180237,BTC,XCG,149178.75
2025-04-06 17:18:01.916372,BTC,AAVE,548.9925811857111
2025-04-06 17:18:01.917372,BTC,FEI,86767.99999999999
2025-04-06 17:18:01.918372,BTC,RBN,660098.8540139092
2025-04-06 17:19:34.567277,BTC,AAVE,548.9925811857111
2025-04-06 17:19:34.568277,BTC,ARSMEP,111435416.66666664
2025-04-06 17:19:34.569276,BTC,KZT,42333607.4103765
2025-04-06 17:19:34.570276,BTC,TRB,3457.4557913817684
2025-04-06 17:23:27.649475,BTC,AAVE,548.9925811857111
2025-04-06 17:23:27.650474,BTC,FEI,86767.99999999999
2025-04-06 17:23:27.651474,BTC,QTUM,44006.5
2025-04-06 17:28:53.209523,BTC,AAVE,548.9925811857111
2025-04-06 17:28:53.210523,BTC,FEI,86767.99999999999
2025-04-06 17:28:53.211523,BTC,NKN,3155825.2216120763
2025-04-06 17:28:53.212522,BTC,XYO,9658485.732231714
2025-04-06 17:34:16.139071,BTC,AAVE,548.9925811857111
2025-04-06 17:34:16.140070,BTC,ALEPH,1516331.8109324612
2025-04-06 17:34:16.141070,BTC,GNO,717.1040475531152
2025-04-06 17:34:16.142070,BTC,SDD,5006367638.333334
2025-04-06 17:36:09.356392,BTC,AAVE,548.9925811857111
2025-04-06 17:36:09.357391,BTC,BEF,3067398.75
2025-04-06 17:36:09.358392,BTC,KDA,211404.91666666672
2025-04-06 17:36:09.359392,BTC,SAND,317672.40797528694
2025-04-06 17:39:38.807853,BTC,AAVE,548.9925811857111
2025-04-06 17:39:38.808851,BTC,FLOW,224107.67731417227
2025-04-06 17:39:38.809851,BTC,REN,8787247.891752377
2025-04-06 17:45:01.130597,BTC,AAVE,548.9925811857111
2025-04-06 17:45:01.131596,BTC,FEI,86767.99999999999
2025-04-06 17:45:01.132596,BTC,PLN,324188.5735250292
2025-04-06 17:50:26.811173,BTC,AAVE,548.9925811857111
2025-04-06 17:50:26.812172,BTC,AOA,76282690.0611527
2025-04-06 17:50:26.813172,BTC,FORT,1085025.302184861
2025-04-06 17:50:26.814171,BTC,REP,122466.12441314424
2025-04-06 17:52:46.608168,BTC,AAVE,548.9925811857111
2025-04-06 17:52:46.609167,BTC,GHST,166907.4231525441
2025-04-06 17:52:46.610168,BTC,QAR,303501.115879328
2025-04-06 17:52:46.610674,BTC,UPI,2281531080.8760176
2025-04-06 17:52:46.610680,BTC,USD,83333.33333333333
2025-04-06 17:55:50.751113,BTC,AAVE,548.9925811857111
2025-04-06 17:55:50.752113,BTC,DJF,14833460.73332458
2025-04-06 17:55:50.753113,BTC,MOBILE,226390579.26588377
2025-04-06 17:55:50.754113,BTC,VUV,9808788.407578386
2025-04-06 18:01:13.849523,BTC,AAVE,548.952943383687
2025-04-06 18:01:13.850523,BTC,ETB,10965968.788452074
2025-04-06 18:01:13.851522,BTC,MZM,5300684988.916667
2025-04-06 18:01:13.852524,BTC,WST,233644.0125444277
2025-04-06 18:06:36.362306,BTC,AAVE,548.952943383687
2025-04-06 18:06:36.363305,BTC,FEI,86767.99999999999
2025-04-06 18:06:36.364306,BTC,OCEAN,417773.0939278192
2025-04-06 18:06:36.365306,BTC,YFI,17.366866799687294
2025-04-06 18:09:22.002292,BTC,AAVE,548.952943383687
2025-04-06 18:09:22.003292,BTC,FIL,30609.25460739764
2025-04-06 18:09:22.004292,BTC,ORN,203629.0324989195
2025-04-06 18:11:59.098050,BTC,AAVE,548.952943383687
2025-04-06 18:11:59.099050,BTC,CLP,81180587.66283949
2025-04-06 18:11:59.100049,BTC,KRW,121631589.8812159
2025-04-06 18:11:59.101049,BTC,TURBO,47667966.18361228
2025-04-06 18:17:20.364830,BTC,AAVE,548.952943383687
